team,name,birthdate,last_season_war,type
STL,STL Pitcher 1,1997-01-01,1.8,Pitcher
STL,STL Pitcher 2,1997-01-01,1.8,Pitcher
STL,STL Pitcher 3,1997-01-01,1.8,Pitcher
STL,STL Pitcher 4,1997-01-01,1.8,Pitcher
STL,STL Pitcher 5,1997-01-01,1.8,Pitcher
TBR,TBR Batter 1,1997-01-01,1.5,Batter
TBR,TBR Batter 2,1997-01-01,1.5,Batter
TBR,TBR Batter 3,1997-01-01,1.5,Batter
TBR,TBR Batter 4,1997-01-01,1.5,Batter
TBR,TBR Batter 5,1997-01-01,1.5,Batter
TBR,TBR Batter 6,1997-01-01,1.5,Batter
TBR,TBR Batter 7,1997-01-01,1.5,Batter
TBR,TBR Batter 8,1997-01-01,1.5,Batter
TBR,TBR Batter 9,1997-01-01,1.5,Batter
TBR,TBR Batter 10,1997-01-01,1.5,Batter
TBR,TBR Batter 11,1997-01-01,1.5,Batter
TBR,TBR Batter 12,1997-01-01,1.5,Batter
TBR,TBR Batter 13,1997-01-01,1.5,Batter
TBR,TBR Batter 14,1997-01-01,1.5,Batter
TBR,TBR Pitcher 1,1997-01-01,1.8,Pitcher
TBR,TBR Pitcher 2,1997-01-01,1.8,Pitcher
TBR,TBR Pitcher 3,1997-01-01,1.8,Pitcher
TBR,TBR Pitcher 4,1997-01-01,1.8,Pitcher
TBR,TBR Pitcher 5,1997-01-01,1.8,Pitcher
TEX,TEX Batter 1,1997-01-01,1.5,Batter
TEX,TEX Batter 2,1997-01-01,1.5,Batter
TEX,TEX Batter 3,1997-01-01,1.5,Batter
TEX,TEX Batter 4,1997-01-01,1.5,Batter
TEX,TEX Batter 5,1997-01-01,1.5,Batter
TEX,TEX Batter 6,1997-01-01,1.5,Batter
TEX,TEX Batter 7,1997-01-01,1.5,Batter
TEX,TEX Batter 8,1997-01-01,1.5,Batter
TEX,TEX Batter 9,1997-01-01,1.5,Batter
TEX,TEX Batter 10,1997-01-01,1.5,Batter
TEX,TEX Batter 11,1997-01-01,1.5,Batter
TEX,TEX Batter 12,1997-01-01,1.5,Batter
TEX,TEX Batter 13,1997-01-01,1.5,Batter
TEX,TEX Batter 14,1997-01-01,1.5,Batter
TEX,TEX Pitcher 1,1997-01-01,1.8,Pitcher
TEX,TEX Pitcher 2,1997-01-01,1.8,Pitcher
TEX,TEX Pitcher 3,1997-01-01,1.8,Pitcher
TEX,TEX Pitcher 4,1997-01-01,1.8,Pitcher
TEX,TEX Pitcher 5,1997-01-01,1.8,Pitcher
TOR,TOR Batter 1,1997-01-01,1.5,Batter
TOR,TOR Batter 2,1997-01-01,1.5,Batter
TOR,TOR Batter 3,1997-01-01,1.5,Batter
TOR,TOR Batter 4,1997-01-01,1.5,Batter
TOR,TOR Batter 5,1997-01-01,1.5,Batter
TOR,TOR Batter 6,1997-01-01,1.5,Batter
TOR,TOR Batter 7,1997-01-01,1.5,Batter
TOR,TOR Batter 8,1997-01-01,1.5,Batter
TOR,TOR Batter 9,1997-01-01,1.5,Batter
TOR,TOR Batter 10,1997-01-01,1.5,Batter
TOR,TOR Batter 11,1997-01-01,1.5,Batter
TOR,TOR Batter 12,1997-01-01,1.5,Batter
TOR,TOR Batter 13,1997-01-01,1.5,Batter
TOR,TOR Batter 14,1997-01-01,1.5,Batter
TOR,TOR Pitcher 1,1997-01-01,1.8,Pitcher
TOR,TOR Pitcher 2,1997-01-01,1.8,Pitcher
TOR,TOR Pitcher 3,1997-01-01,1.8,Pitcher
TOR,TOR Pitcher 4,1997-01-01,1.8,Pitcher
TOR,TOR Pitcher 5,1997-01-01,1.8,Pitcher
WAS,WAS Batter 1,1997-01-01,1.5,Batter
WAS,WAS Batter 2,1997-01-01,1.5,Batter
WAS,WAS Batter 3,1997-01-01,1.5,Batter
WAS,WAS Batter 4,1997-01-01,1.5,Batter
WAS,WAS Batter 5,1997-01-01,1.5,Batter
WAS,WAS Batter 6,1997-01-01,1.5,Batter
WAS,WAS Batter 7,1997-01-01,1.5,Batter
WAS,WAS Batter 8,1997-01-01,1.5,Batter
WAS,WAS Batter 9,1997-01-01,1.5,Batter
WAS,WAS Batter 10,1997-01-01,1.5,Batter
WAS,WAS Batter 11,1997-01-01,1.5,Batter
WAS,WAS Batter 12,1997-01-01,1.5,Batter
WAS,WAS Batter 13,1997-01-01,1.5,Batter
WAS,WAS Batter 14,1997-01-01,1.5,Batter
WAS,WAS Pitcher 1,1997-01-01,1.8,Pitcher
WAS,WAS Pitcher 2,1997-01-01,1.8,Pitcher
WAS,WAS Pitcher 3,1997-01-01,1.8,Pitcher
WAS,WAS Pitcher 4,1997-01-01,1.8,Pitcher
WAS,WAS Pitcher 5,1997-01-01,1.8,Pitcher
